V1;artist_id;artist_name;song_id;song_name;album_id;release_date;release_year;Mentions_Cocain;Mentions_Cannabis;album_name
20594;11959;Samy Deluxe;2448211;Mimimi;145053;26.02.2016;2016;0;1;Berühmte letzte Worte
20595;11959;Samy Deluxe;2460300;Mimimi (Remix) (Ft. Afrob (DE), Eko Fresh & MoTrip);145053;26.02.2016;2016;0;1;Berühmte letzte Worte
20596;11959;Samy Deluxe;3886829;Mimimi Takeover (SaMTV Unplugged) (Ft. Afrob (DE), Chefket, Eko Fresh & MoTrip);433994;02.08.2018;2018;0;1;SaMTV Unplugged
20597;11959;Samy Deluxe;2465486;Mittendrin;145053;26.02.2016;2016;0;0;Berühmte letzte Worte
20598;11959;Samy Deluxe;102980;Musik um durch den Tag zu komm;11396;27.03.2009;2009;0;0;Dis Wo Ich Herkomm
20599;11959;Samy Deluxe;3886788;Musik um durch den Tag zu komm (SaMTV Unplugged);433994;02.08.2018;2018;0;0;SaMTV Unplugged
20601;11959;Samy Deluxe;218072;Nachtmensch;15122;22.12.2006;2006;0;1;Deluxe von Kopf bis Fuß
20602;11959;Samy Deluxe;624424;Neue Saison;16388;11.12.2009;2009;0;1;Der Letzte Tanz
20603;11959;Samy Deluxe;2465945;Neue Saison (OTW 3);151064;09.05.2016;2016;0;1;One Take Wonder zu „Berühmte letzte Worte“
20604;11959;Samy Deluxe;682100;Nie genug (Ft. Ali As);16388;11.12.2009;2009;0;1;Der Letzte Tanz
20605;11959;Samy Deluxe;54815;Niemand (Was wir nicht tun) (Ft. Max Herre);11917;08.08.2011;2011;0;1;Baus Kingskis Late Night Sessions (JUICE Exclusive EP)
20606;11959;Samy Deluxe;384024;Offenes Herz (Ft. Mine);87913;21.03.2014;2014;1;1;Männlich
20607;11959;Samy Deluxe;252361;Oink Oink;47169;01.11.2013;2013;0;1;Perlen vor die Säue
20609;11959;Samy Deluxe;385063;Oma Song;11396;27.03.2009;2009;0;0;Dis Wo Ich Herkomm
20610;11959;Samy Deluxe;362737;One Take Wonder 1;NA;14.02.2014;2014;0;1;NA
20612;11959;Samy Deluxe;454894;One Take Wonder 2;NA;21.02.2014;2014;0;1;NA
20615;11959;Samy Deluxe;381010;One Take Wonder 4;NA;14.03.2014;2014;0;1;NA
20616;11959;Samy Deluxe;624470;Outro;16388;11.12.2009;2009;0;0;Der Letzte Tanz
20617;11959;Samy Deluxe;700055;Outta Hier (Ft. Ali As);16388;11.12.2009;2009;0;0;Der Letzte Tanz
20618;11959;Samy Deluxe;251612;Pandemonium (Ft. Megaloh);47169;01.11.2013;2013;0;1;Perlen vor die Säue
20619;11959;Samy Deluxe;2466021;Papa weint nicht (Ft. Afrob (DE));145053;26.02.2016;2016;0;0;Berühmte letzte Worte
20620;11959;Samy Deluxe;390140;Pappblick Enemy (Ft. Afrob (DE));87913;21.03.2014;2014;0;1;Männlich
20621;11959;Samy Deluxe;697353;PDSA;20865;10.10.2014;2014;1;1;Verdammtnochma!
20622;11959;Samy Deluxe;384046;Penis (Ft. Flo Mega);87913;21.03.2014;2014;0;1;Männlich
20624;11959;Samy Deluxe;232898;Perlen vor die Säue (Ft. Matteo Capreoli);47169;01.11.2013;2013;0;1;Perlen vor die Säue
20625;11959;Samy Deluxe;659948;Plattenregal;113337;10.10.2014;2014;0;1;Gute Alte Zeit
20626;11959;Samy Deluxe;50818;Poesie Album;11494;29.07.2011;2011;1;0;SchwarzWeiss
20627;11959;Samy Deluxe;3886794;Poesie Album (SaMTV Unplugged);433994;02.08.2018;2018;1;0;SaMTV Unplugged
20628;11959;Samy Deluxe;51305;Positiv;10950;23.04.2001;2001;0;0;Samy Deluxe
20629;11959;Samy Deluxe;54496;Poww! (Ft. Max Herre);11917;08.08.2011;2011;0;0;Baus Kingskis Late Night Sessions (JUICE Exclusive EP)
20630;11959;Samy Deluxe;384030;Probleme;87913;21.03.2014;2014;0;1;Männlich
20631;11959;Samy Deluxe;697378;Pures Gift 2004;20865;10.10.2014;2014;0;1;Verdammtnochma!
20632;11959;Samy Deluxe;3886782;Pures Gift / Wie jetzt (SaMTV Unplugged);433994;02.08.2018;2018;0;1;SaMTV Unplugged
20634;11959;Samy Deluxe;53182;RapGenie;11494;29.07.2011;2011;0;1;SchwarzWeiss
20635;11959;Samy Deluxe;532845;Rapper sagen YO!;113337;10.10.2014;2014;0;1;Gute Alte Zeit
20636;11959;Samy Deluxe;386872;Rapper sind gefickt;87913;21.03.2014;2014;0;1;Männlich
20637;11959;Samy Deluxe;2887230;Rapsupamacht;145053;26.02.2016;2016;1;1;Berühmte letzte Worte
20638;11959;Samy Deluxe;60911;Reimemonsta 2011;11494;29.07.2011;2011;1;1;SchwarzWeiss
20640;11959;Samy Deluxe;252338;Retro geht so..;47169;01.11.2013;2013;1;0;Perlen vor die Säue
20641;11959;Samy Deluxe;3289034;Rooftop;376651;25.10.2017;2017;0;1;Deluxe Edition
20643;11959;Samy Deluxe;697291;Sag es sag es (Ft. N.E.O. (deutsch));21193;31.03.2006;2006;0;1;The Big Baus of the Nauf
20644;11959;Samy Deluxe;698050;Sag Ihnen Bescheid;22499;01.01.2005;2005;0;1;Deluxe Records - Let's Go
20646;11959;Samy Deluxe;697315;Sag mir was du von mir willst;16388;11.12.2009;2009;0;0;Der Letzte Tanz
20648;11959;Samy Deluxe;697318;Samsimilias letzten Worte;16388;11.12.2009;2009;0;1;Der Letzte Tanz
20650;11959;Samy Deluxe;153512;Samsimilias Rache;16388;11.12.2009;2009;0;1;Der Letzte Tanz
20651;11959;Samy Deluxe;3877563;SaMTV Unplugged (Ft. Afrob (DE), Denyo, Megaloh, Torch & Xavier Naidoo);NA;02.08.2018;2018;0;0;NA
20652;11959;Samy Deluxe;252337;Samy Anthem;47169;01.11.2013;2013;0;1;Perlen vor die Säue
20653;11959;Samy Deluxe;63182;Samy Deluxe 2001;10950;23.04.2001;2001;0;1;Samy Deluxe
20654;11959;Samy Deluxe;384043;Schaukelstuhl;87913;21.03.2014;2014;0;0;Männlich
20655;11959;Samy Deluxe;53693;Scheinfranzose (100 Bars);11917;08.08.2011;2011;1;1;Baus Kingskis Late Night Sessions (JUICE Exclusive EP)
20656;11959;Samy Deluxe;54548;Scheisse labern (Freestyle);11917;08.08.2011;2011;0;0;Baus Kingskis Late Night Sessions (JUICE Exclusive EP)
20657;11959;Samy Deluxe;697403;Schön das ich wieder da bin;21425;07.10.2005;2005;0;1;So Deluxe So Glorious
20658;11959;Samy Deluxe;698501;Schönste Frau;22499;01.01.2005;2005;0;0;Deluxe Records - Let's Go
20659;11959;Samy Deluxe;53246;SchwarzWeiss;11494;29.07.2011;2011;0;1;SchwarzWeiss
20660;11959;Samy Deluxe;3289036;S Dot Sorge;376651;25.10.2017;2017;0;1;Deluxe Edition
20662;11959;Samy Deluxe;61088;Sensationell;10950;23.04.2001;2001;0;1;Samy Deluxe
20663;11959;Samy Deluxe;66551;Session (Ft. Dendemann, Illo 77 & Nico Suave);10950;23.04.2001;2001;0;1;Samy Deluxe
20664;11959;Samy Deluxe;2883052;Session (Gute alte Zeit) (Ft. Bengio, John Known & Nico Suave);113337;10.10.2014;2014;0;1;Gute Alte Zeit
20665;11959;Samy Deluxe;54480;Showbeginn;11917;08.08.2011;2011;0;0;Baus Kingskis Late Night Sessions (JUICE Exclusive EP)
20666;11959;Samy Deluxe;3886299;Sneak Preview (SaMTV Unplugged) (Ft. ASD);433994;02.08.2018;2018;0;1;SaMTV Unplugged
20667;11959;Samy Deluxe;60908;So Besonders;11494;29.07.2011;2011;1;1;SchwarzWeiss
20668;11959;Samy Deluxe;546040;So fly (Ft. Manuellsen);15122;22.12.2006;2006;1;1;Deluxe von Kopf bis Fuß
20669;11959;Samy Deluxe;697419;So Glorious (Ft. Julian Williams);21425;07.10.2005;2005;0;1;So Deluxe So Glorious
20670;11959;Samy Deluxe;2465494;So Good;145053;26.02.2016;2016;0;0;Berühmte letzte Worte
20671;11959;Samy Deluxe;698493;Sorge Song;22499;01.01.2005;2005;0;1;Deluxe Records - Let's Go
20672;11959;Samy Deluxe;59597;SOS;10950;23.04.2001;2001;0;1;Samy Deluxe
20673;11959;Samy Deluxe;536437;So schön (Ft. Afrob (DE) & Megaloh);113337;10.10.2014;2014;0;1;Gute Alte Zeit
20674;11959;Samy Deluxe;2314399;S.O.S. Liebe (Ft. Illo 77 & Julian Williams);22499;01.01.2005;2005;0;1;Deluxe Records - Let's Go
20675;11959;Samy Deluxe;61091;So Soll's Sein (Ft. Afrob (DE));10950;23.04.2001;2001;0;0;Samy Deluxe
20676;11959;Samy Deluxe;371042;So viele Fragen;16388;11.12.2009;2009;0;1;Der Letzte Tanz
20677;11959;Samy Deluxe;385062;Sowieso Schwer;11396;27.03.2009;2009;0;0;Dis Wo Ich Herkomm
20678;11959;Samy Deluxe;384998;Sprech Wie Ich Sprech;11396;27.03.2009;2009;0;0;Dis Wo Ich Herkomm
20679;11959;Samy Deluxe;252348;Stalker;47169;01.11.2013;2013;0;1;Perlen vor die Säue
20680;11959;Samy Deluxe;2313340;Startschuss (Ft. Dashenn & Eddy Soulo);22499;01.01.2005;2005;0;1;Deluxe Records - Let's Go
20681;11959;Samy Deluxe;54918;Stolz auf mich;11494;29.07.2011;2011;0;1;SchwarzWeiss
20682;11959;Samy Deluxe;252445;Story To Tell;47169;01.11.2013;2013;0;1;Perlen vor die Säue
20683;11959;Samy Deluxe;53208;Strassen Musik;11494;29.07.2011;2011;0;1;SchwarzWeiss
20684;11959;Samy Deluxe;52250;Stumm (Xenja);11396;27.03.2009;2009;0;0;Dis Wo Ich Herkomm
20685;11959;Samy Deluxe;84675;Superheld;11396;27.03.2009;2009;0;1;Dis Wo Ich Herkomm
20686;11959;Samy Deluxe;3886790;Superheld (SaMTV Unplugged);433994;02.08.2018;2018;0;1;SaMTV Unplugged
20688;11959;Samy Deluxe;2465384;Tellerrand;145053;26.02.2016;2016;0;0;Berühmte letzte Worte
20689;11959;Samy Deluxe;54482;Terrorist (Ft. MoTrip);11917;08.08.2011;2011;0;1;Baus Kingskis Late Night Sessions (JUICE Exclusive EP)
20690;11959;Samy Deluxe;252334;Testosteron [ASD] (Ft. Afrob (DE));47169;01.11.2013;2013;0;1;Perlen vor die Säue
20691;11959;Samy Deluxe;3886822;Tortellini Riddim (SaMTV Unplugged) (Ft. ASD);433994;02.08.2018;2018;0;1;SaMTV Unplugged
20692;11959;Samy Deluxe;384034;Traum;87913;21.03.2014;2014;0;1;Männlich
20693;11959;Samy Deluxe;624459;Truf is back;16388;11.12.2009;2009;0;1;Der Letzte Tanz
20694;11959;Samy Deluxe;697346;Tu was ich tu;20865;10.10.2014;2014;0;1;Verdammtnochma!
20696;11959;Samy Deluxe;385064;Über's Geld (Skit);11396;27.03.2009;2009;0;0;Dis Wo Ich Herkomm
20697;11959;Samy Deluxe;252431;Uhrgedreht;47169;01.11.2013;2013;0;0;Perlen vor die Säue
20698;11959;Samy Deluxe;53247;Unbeschriebenes Blatt;11494;29.07.2011;2011;0;1;SchwarzWeiss
20700;11959;Samy Deluxe;3899820;Unplugged Cypher DLX (Ft. Bengio, Chefket, Chima Ede, Damion Davis, Eko Fresh, Estikay, John Known, Jomo (DE), Kwam.E (DEU), Laurin Buser, Megaloh, Morlockk Dilemma, MoTrip, Nico Suave, Roger Rekless, Sylabil Spill & Willy Will);433994;02.08.2018;2018;1;1;SaMTV Unplugged
20701;11959;Samy Deluxe;88497;Unsere Etage;21425;07.10.2005;2005;0;1;So Deluxe So Glorious
20702;11959;Samy Deluxe;697425;Unterwegs;21425;07.10.2005;2005;0;1;So Deluxe So Glorious
20703;11959;Samy Deluxe;60906;Up2Date;11494;29.07.2011;2011;0;1;SchwarzWeiss
20704;11959;Samy Deluxe;53242;Vater im Himmel;11494;29.07.2011;2011;0;0;SchwarzWeiss
20705;11959;Samy Deluxe;53522;Vatertag;11396;27.03.2009;2009;0;0;Dis Wo Ich Herkomm
20706;11959;Samy Deluxe;384044;Verbotene Früchte (Ft. Malo);87913;21.03.2014;2014;0;1;Männlich
20707;11959;Samy Deluxe;2333715;Verdammtnochma (Ft. Brooke Russell & Dashenn);133491;24.01.2005;2005;0;1;Generation EP
20708;11959;Samy Deluxe;2314152;Verlieb' dich nie in einen Rapper (Ft. Dashenn & Eddy Soulo);22499;01.01.2005;2005;0;1;Deluxe Records - Let's Go
20709;11959;Samy Deluxe;697374;Viel mehr;20865;10.10.2014;2014;0;1;Verdammtnochma!
20710;11959;Samy Deluxe;2466084;Von dir Mama;145053;26.02.2016;2016;0;1;Berühmte letzte Worte
20711;11959;Samy Deluxe;3886792;Von dir Mama (SaMTV Unplugged);433994;02.08.2018;2018;0;1;SaMTV Unplugged
20712;11959;Samy Deluxe;2464258;Vorwort;145053;26.02.2016;2016;1;1;Berühmte letzte Worte
20713;11959;Samy Deluxe;2314438;Warte mal Sam;22499;01.01.2005;2005;0;0;Deluxe Records - Let's Go
20714;11959;Samy Deluxe;696382;Warum;20865;10.10.2014;2014;0;0;Verdammtnochma!
20715;11959;Samy Deluxe;2465915;Was ich fühl (Ft. DLX Band Chor);145053;26.02.2016;2016;0;0;Berühmte letzte Worte
20716;11959;Samy Deluxe;697383;Was was (Ft. Charnell);20865;10.10.2014;2014;1;1;Verdammtnochma!
20717;11959;Samy Deluxe;50859;Weck mich auf;10950;23.04.2001;2001;0;1;Samy Deluxe
20718;11959;Samy Deluxe;3886797;Weck mich auf (SaMTV Unplugged);433994;02.08.2018;2018;0;1;SaMTV Unplugged
20719;11959;Samy Deluxe;54491;Weltraum (Ft. Megaloh);11917;08.08.2011;2011;0;1;Baus Kingskis Late Night Sessions (JUICE Exclusive EP)
20720;11959;Samy Deluxe;52492;Wer Ich Bin;11396;27.03.2009;2009;0;0;Dis Wo Ich Herkomm
20721;11959;Samy Deluxe;3886786;Wer ich bin (SaMTV Unplugged);433994;02.08.2018;2018;0;0;SaMTV Unplugged
20722;11959;Samy Deluxe;53192;Wer wird Millionär?;11494;29.07.2011;2011;0;1;SchwarzWeiss
20723;11959;Samy Deluxe;2066196;Whut Whut (Remix) (Ft. DMX);21425;07.10.2005;2005;1;1;So Deluxe So Glorious
20724;11959;Samy Deluxe;59594;Wickeda MC;10950;23.04.2001;2001;0;0;Samy Deluxe
20725;11959;Samy Deluxe;384994;Wir Sind Keine Kinder Mehr;11396;27.03.2009;2009;0;1;Dis Wo Ich Herkomm
20726;11959;Samy Deluxe;536566;Wisst Bescheid;113337;10.10.2014;2014;0;1;Gute Alte Zeit
20727;11959;Samy Deluxe;361005;Zapzap;NA;01.01.2000;2000;0;1;NA
20728;11959;Samy Deluxe;2466383;Zeitlupe;145053;26.02.2016;2016;0;1;Berühmte letzte Worte
20730;11959;Samy Deluxe;381669;Zurück;20865;10.10.2014;2014;0;1;Verdammtnochma!
20731;11959;Samy Deluxe;53221;Zurück zu Wir (Ft. Max Herre);11494;29.07.2011;2011;0;0;SchwarzWeiss
20733;11959;Samy Deluxe;3826638;Zurück zu wir (SaMTV Unplugged) (Ft. Max Herre);433994;02.08.2018;2018;0;0;SaMTV Unplugged
20734;68627;Sandy Solo;490230;Hoch motiviert (Ft. Drama (El Marees), Kid Calif, Que (Heilbronn) & Sanja Alexis);109795;28.12.2012;2012;0;0;Friday 
20735;68627;Sandy Solo;670120;Kein Thema (Ft. Lax (Heilbronn), Que (Heilbronn) & Sanja Alexis);109795;28.12.2012;2012;0;0;Friday 
20736;68627;Sandy Solo;669388;Vier Heilbronner Jungs (Ft. Kid Calif, Que (Heilbronn) & Sanja Alexis);109795;28.12.2012;2012;0;1;Friday 
20737;325329;Scenzah;2892445;2013;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20738;325329;Scenzah;2441236;Alles kaputt;143231;12.02.2016;2016;0;1;JMC 2016 - Qualifikationen
20739;325329;Scenzah;2894750;Alles was ich will;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20740;325329;Scenzah;2873454;Augenblick;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20741;325329;Scenzah;2441927;Behind the black Door;228996;22.05.2015;2015;0;1;Scenzah - Behind The Black Door
20742;325329;Scenzah;2854438;Big Baba (Ft. Deamon);208265;26.08.2016;2016;0;0;JMC 2016 - 8tel Finale
20743;325329;Scenzah;2441926;Buddy;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20744;325329;Scenzah;3769060;Charakter;403417;29.06.2018;2018;0;0;Bratans aus Favelas
20745;325329;Scenzah;2829314;Goldrusse / Bei Nacht (Ft. Juri);158236;01.07.2016;2016;0;1;JMC 2016 - 16tel Finale
20746;325329;Scenzah;2845915;Heb die Faust hoch;165508;01.01.2010;2010;0;1;4 Tage in Gefangenschaft 
20747;325329;Scenzah;2895398;Heimatlos (Ft. Dennis Phi);119741;18.12.2014;2014;0;0;INCOMPLETE EP
20748;325329;Scenzah;2488756;H-Sohn / Rasse Russe;149458;08.05.2016;2016;0;1;JMC 2016 - 32stel Finale
20749;325329;Scenzah;2895309;Irgendwann;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20750;325329;Scenzah;2873507;Karma;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20751;325329;Scenzah;2892809;Kein Grund zu bleiben (Ft. Galip);228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20752;325329;Scenzah;2892500;Mama;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20753;325329;Scenzah;2888473;Manege frei / Capitán (Ft. Juri);243213;21.10.2016;2016;0;1;JMC 2016 - 4tel Finale
20754;325329;Scenzah;2894760;My Bitches;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20755;325329;Scenzah;2895206;Noch ein Tag;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20756;325329;Scenzah;2895217;Nostalgie (Ft. Dennis Phi);228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20757;325329;Scenzah;2892515;One-Way-Ticket;228996;22.05.2015;2015;1;0;Scenzah - Behind The Black Door
20758;325329;Scenzah;2108852;Qualifikation [JBB 2015];339324;12.06.2015;2015;1;1;JBB 2015 - Qualifikationen
20759;325329;Scenzah;3132627;Qualifikation [JBB 2018];351785;23.09.2018;2018;0;1;JBB 2018
20760;325329;Scenzah;2895247;Red Lipstick;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20761;325329;Scenzah;2895344;Rosarot;119741;18.12.2014;2014;0;0;INCOMPLETE EP
20762;325329;Scenzah;2895230;Scenzahtion;228996;22.05.2015;2015;0;1;Scenzah - Behind The Black Door
20765;325329;Scenzah;2892453;She Loves Me;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20766;325329;Scenzah;2895367;Song an meine Ex;119741;18.12.2014;2014;0;0;INCOMPLETE EP
20767;325329;Scenzah;2895330;Sunday (Ft. Dennis Phi);119741;18.12.2014;2014;1;0;INCOMPLETE EP
20768;325329;Scenzah;2389772;Unborn Child;119741;18.12.2014;2014;0;0;INCOMPLETE EP
20769;325329;Scenzah;704818;Unsichtbar;119741;18.12.2014;2014;0;0;INCOMPLETE EP
20770;325329;Scenzah;2892470;Vorbei (Ft. Dennis Phi);228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20771;325329;Scenzah;2262794;Vs. Casa [8tel-Finale - JBB 2015];339328;08.08.2015;2015;0;0;JBB 2015 - Achtelfinale
20772;325329;Scenzah;2378833;Vs. Rapido [Bonusbattle - JBB 2015];339344;27.11.2015;2015;0;0;JBB 2015 - Bonusbattles
20773;325329;Scenzah;2895296;Was wäre wenn (Ft. Dennis Phi);228996;22.05.2015;2015;0;1;Scenzah - Behind The Black Door
20774;325329;Scenzah;2389732;Wenn das Liebe ist;119741;18.12.2014;2014;0;0;INCOMPLETE EP
20775;325329;Scenzah;2892476;Wenn der Russe kommt;228996;22.05.2015;2015;0;0;Scenzah - Behind The Black Door
20776;69587;Zachary Schwartz;384265;19 Things I Know at 19;76079;19.03.2014;2014;0;0;Thought Catalog
20777;69587;Zachary Schwartz;256190;Applaud Kanye West For Wearing The Confederate Flag;44399;07.11.2013;2013;0;1;ZACH TWO TIMES
20778;69587;Zachary Schwartz;231496;Lean, Gucci Mane, And Me;44399;07.11.2013;2013;0;1;ZACH TWO TIMES
20779;69587;Zachary Schwartz;369581;Six Haikus;84596;23.02.2014;2014;0;0;Sunday Service 
20780;69587;Zachary Schwartz;355197;Stop Complaining About Getting Friendzoned;NA;04.02.2014;2014;1;1;NA
20782;23075;Schwesta Ewa;673072;16Bars Exclusive;NA;14.01.2015;2015;0;1;NA
20783;23075;Schwesta Ewa;3648793;24/7 Parra (Ft. Samy);414998;01.06.2018;2018;0;0;Aywa
20784;23075;Schwesta Ewa;4393895;24/7 Parra (Instrumental);NA;01.06.2018;2018;0;0;NA
20785;23075;Schwesta Ewa;643844;24 Std (Ft. SSIO & XATAR);114985;20.12.2014;2014;1;1;Kurwa
20786;23075;Schwesta Ewa;667569;24 Std. (Remix) (Ft. Al-Gear, DCVDNS, El Mouss, Emo33, Mosh36, MoTrip & Olexesh);114985;20.12.2014;2014;1;1;Kurwa
20787;23075;Schwesta Ewa;82794;60 Punchbars;22334;23.03.2012;2012;1;1;Realität
20788;23075;Schwesta Ewa;3466942;60Punchbars (Nur Gott kann mich richten);387379;26.01.2018;2018;1;1;Nur Gott kann mich richten
20789;23075;Schwesta Ewa;314657;Aggro.TV Adventskalender 2013 - Türchen 23;66300;11.12.2012;2012;0;1;Aggro.TV  Adventskalender 2013
20790;23075;Schwesta Ewa;3645465;Alles nur Show (Ft. Bonez MC);414998;01.06.2018;2018;1;1;Aywa
20791;23075;Schwesta Ewa;4393891;Alles nur Show (Instrumental);NA;01.06.2018;2018;0;0;NA
20792;23075;Schwesta Ewa;3754884;AON Griselda;414998;01.06.2018;2018;1;1;Aywa
20793;23075;Schwesta Ewa;3648794;Aywa;414998;01.06.2018;2018;1;1;Aywa
20794;23075;Schwesta Ewa;4393896;Aywa (Instrumental);NA;01.06.2018;2018;0;0;NA
20795;23075;Schwesta Ewa;413542;Bin Gleich Zurück;22334;23.03.2012;2012;0;1;Realität
20796;23075;Schwesta Ewa;671184;Boomerang;114985;20.12.2014;2014;0;1;Kurwa
20797;23075;Schwesta Ewa;699933;Du liebst mich nicht (Ft. Fard & Samy);114985;20.12.2014;2014;0;0;Kurwa
20798;23075;Schwesta Ewa;666844;Ein guter Tag (Ft. Chefket & Megaloh);114985;20.12.2014;2014;0;0;Kurwa
20799;23075;Schwesta Ewa;610256;Escortflow;114985;20.12.2014;2014;0;1;Kurwa
20800;23075;Schwesta Ewa;3648791;Escort Flow Deux;414998;01.06.2018;2018;0;1;Aywa
20801;23075;Schwesta Ewa;4393893;Escort Flow Deux (Instrumental);NA;01.06.2018;2018;0;0;NA
20802;23075;Schwesta Ewa;3648792;Es fehlt n' Zwanni (Ft. Vega);414998;01.06.2018;2018;0;1;Aywa
20803;23075;Schwesta Ewa;4393894;Es fehlt n' Zwanni (Instrumental);NA;01.06.2018;2018;0;0;NA
20804;23075;Schwesta Ewa;413552;FFM;22334;23.03.2012;2012;1;1;Realität
20805;23075;Schwesta Ewa;161587;For Ever Ewa;22334;23.03.2012;2012;1;0;Realität
20806;23075;Schwesta Ewa;3754883;Free Ewa (Ft. Samy);414998;01.06.2018;2018;0;1;Aywa
20807;23075;Schwesta Ewa;3648801;Frei;414998;01.06.2018;2018;0;0;Aywa
20808;23075;Schwesta Ewa;4393905;Frei (Instrumental);NA;01.06.2018;2018;0;0;NA
20809;23075;Schwesta Ewa;675667;Für Elise;114985;20.12.2014;2014;0;1;Kurwa
20810;23075;Schwesta Ewa;3648817;Gossentourist;414998;01.06.2018;2018;0;1;Aywa
20811;23075;Schwesta Ewa;4393901;Gossentourist (Instrumental);NA;01.06.2018;2018;0;0;NA
20812;23075;Schwesta Ewa;95900;Hektisch (Ft. EMO);22334;23.03.2012;2012;1;1;Realität
20813;23075;Schwesta Ewa;413546;Hemshos Und So (Ft. Abdï & Celo);22334;23.03.2012;2012;1;1;Realität
20814;23075;Schwesta Ewa;3648795;Herr Wärter (Ft. SSIO);414998;01.06.2018;2018;0;1;Aywa
20815;23075;Schwesta Ewa;4393898;Herr Wärter (Instrumental);NA;01.06.2018;2018;0;0;NA
20816;23075;Schwesta Ewa;413557;Intro;22334;23.03.2012;2012;0;1;Realität
20817;23075;Schwesta Ewa;636284;Kurwa;114985;20.12.2014;2014;0;0;Kurwa
20818;23075;Schwesta Ewa;93773;Märchenrapper (Ft. SSIO);22334;23.03.2012;2012;0;0;Realität
20819;23075;Schwesta Ewa;3648789;Mein Geständnis;414998;01.06.2018;2018;1;0;Aywa
20820;23075;Schwesta Ewa;4393890;Mein Geständnis (Instrumental);NA;01.06.2018;2018;0;0;NA
20821;23075;Schwesta Ewa;413570;Mein Mann Und Ich;22334;23.03.2012;2012;0;0;Realität
20822;23075;Schwesta Ewa;4208748;Mein Mann und ich (The Breed's Deaf Ear Remix);114985;20.12.2014;2014;0;0;Kurwa
20823;23075;Schwesta Ewa;694254;Nonne wird Nutte;114985;20.12.2014;2014;0;0;Kurwa
20824;23075;Schwesta Ewa;91722;Para Para (Ft. Sari);22334;23.03.2012;2012;0;1;Realität
20825;23075;Schwesta Ewa;702646;Paxx im Puff;114985;20.12.2014;2014;1;0;Kurwa
20826;23075;Schwesta Ewa;203804;Peep Show (Ft. XATAR);22334;23.03.2012;2012;0;1;Realität
20827;23075;Schwesta Ewa;668884;Peepshow 2;114985;20.12.2014;2014;0;0;Kurwa
20828;23075;Schwesta Ewa;4208764;Peepshow 2 (Gee Futuristic's Sunshine Remix);114985;20.12.2014;2014;0;0;Kurwa
20829;23075;Schwesta Ewa;3648800;Pum Pum (Ft. XATAR);414998;01.06.2018;2018;0;0;Aywa
20830;23075;Schwesta Ewa;4393904;Pum Pum (Instrumental);NA;01.06.2018;2018;0;0;NA
20831;23075;Schwesta Ewa;666836;Ramba Zamba! (Ft. Marteria);114985;20.12.2014;2014;1;1;Kurwa
20832;23075;Schwesta Ewa;666814;Rap, Kurwa! (Intro);114985;20.12.2014;2014;0;0;Kurwa
20833;23075;Schwesta Ewa;151951;Realität;22334;23.03.2012;2012;1;0;Realität
20834;23075;Schwesta Ewa;3754886;Schnelles Geld;414998;01.06.2018;2018;0;0;Aywa
20835;23075;Schwesta Ewa;3614440;Schubse den Bullen;414998;01.06.2018;2018;0;0;Aywa
20836;23075;Schwesta Ewa;4393897;Schubse den Bullen (Instrumental);NA;01.06.2018;2018;0;0;NA
20837;23075;Schwesta Ewa;83365;Schwätza;22334;23.03.2012;2012;1;0;Realität
20838;23075;Schwesta Ewa;666827;Schwesta Elektra;114985;20.12.2014;2014;0;1;Kurwa
20839;23075;Schwesta Ewa;579953;Schwesta Schwesta;114985;20.12.2014;2014;0;0;Kurwa
20840;23075;Schwesta Ewa;3648797;Séparée;414998;01.06.2018;2018;0;0;Aywa
20841;23075;Schwesta Ewa;4393900;Séparée (Instrumental);NA;01.06.2018;2018;0;0;NA
20842;23075;Schwesta Ewa;3754885;SEX;414998;01.06.2018;2018;0;0;Aywa
20843;23075;Schwesta Ewa;3648790;Sharmutas (Ft. Al-Gear);414998;01.06.2018;2018;1;1;Aywa
20844;23075;Schwesta Ewa;4393892;Sharmutas (Instrumental);NA;01.06.2018;2018;0;0;NA
20845;23075;Schwesta Ewa;2283543;Skit 1;114985;20.12.2014;2014;0;0;Kurwa
20846;23075;Schwesta Ewa;3262499;Skit 2;114985;20.12.2014;2014;0;0;Kurwa
20847;23075;Schwesta Ewa;691290;Spiegelreflex (Ft. Grace);114985;20.12.2014;2014;0;1;Kurwa
